Target, Target start, Target end, Tag, Comment, CTS URN, IIIF Canvas path, Entity URI, Creator URI
Pylos,5177,5182,Pylos,90,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Pylos,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570639,https://recogito.pelagios.org/chiara-p
Peneus,13437,13443,Magnetes,Commander: Prothoos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.755@Peneus,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541022,https://recogito.pelagios.org/chiara-p
Meonians,18868,18876,Meonians,"Commanders: Mesthles, Antiphos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Meonians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/550710,https://recogito.pelagios.org/chiara-p
Peirous,17800,17807,,Commander: Asios,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840@Peirous,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Rhodes,8195,8201,Rhodians,9,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@Rhodes,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/590031,https://recogito.pelagios.org/chiara-p
Phylake,10227,10234,Phylake,Commander: Podarkes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.695@Phylake,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/541053,https://recogito.pelagios.org/chiara-p
Boagrios,2476,2484,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Boagrios,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Argissa,12447,12454,,40,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Argissa,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/540659,https://recogito.pelagios.org/chiara-p
Titanus,12335,12342,,Commander: Eurypylos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Titanus,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/541150,https://recogito.pelagios.org/chiara-p
Apaesus,17004,17011,,Commander: Adrastos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.825@Apaesus,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501544,https://recogito.pelagios.org/chiara-p
Phrygians,18755,18764,Phrygians,"Commanders: Phorkys, Askanios",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Phrygians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/981543,https://recogito.pelagios.org/chiara-p
Mount Tmolos,18972,18984,Meonians,"Commanders: Mesthles, Antiphos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Mount Tmolos,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/550936,https://recogito.pelagios.org/chiara-p
Leitos,598,604,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.490@Leitos,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
Ares,17720,17724,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840@Ares,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
thirty ships,9533,9545,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680@thirty ships,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Amphimakhos,6605,6616,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.620@Amphimakhos,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Zeus,475,479,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.490@Zeus,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
Lyrnessos,9962,9971,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.685@Lyrnessos,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/652355,https://recogito.pelagios.org/chiara-p
Leonteus,12822,12830,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.745@Leonteus,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Telamon,14026,14033,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.765@Telamon,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Rhodes,8219,8225,Rhodians,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Rhodes,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/590031,https://recogito.pelagios.org/chiara-p
Tiryns,3746,3752,Argolis,"Commanders: Diomedes, Sthenelos, Euryalos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.555@Tiryns,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570740,https://recogito.pelagios.org/chiara-p
Orneae,4216,4222,Mycenaeans,Commander: Agamemnon,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.570@Orneae,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570537,https://recogito.pelagios.org/chiara-p
Thryum,5198,5204,Pylos,Commander: Nestor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Thryum,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570231,https://recogito.pelagios.org/chiara-p
Amphigenea,5275,5285,Pylos,Commander: Nestor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Amphigenea,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/573083,https://recogito.pelagios.org/chiara-p
Khalkis,7456,7463,Aetolians,Commander: Thoas,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.635@Khalkis,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/540703,https://recogito.pelagios.org/chiara-p
Casus,9343,9348,,"Commanders: Pheidippos, Antiphos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.675@Casus,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/863823,https://recogito.pelagios.org/chiara-p
Boeotians,663,672,Boeotians,600,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Boeotians,/homer/VA/VA033VN-0535/canvas,http://pleiades.stoa.org/places/540689,https://recogito.pelagios.org/chiara-p
Klonios,635,642,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Klonios,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
Telamon,2229,2236,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.525@Telamon,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Zeus,5525,5529,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.595@Zeus,/homer/VA/VA035RN-0036/canvas,,https://recogito.pelagios.org/chiara-p
Agasthenes,6785,6795,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.620@Agasthenes,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Thoas,7666,7671,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640@Thoas,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Tlepolemos,8350,8360,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Tlepolemos,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Nireus,9089,9095,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.670@Nireus,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Achilles,10129,10137,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.690@Achilles,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Antiphos,18845,18853,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Antiphos,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Protesilaos,10931,10942,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.705@Protesilaos,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Philoctetes,11486,11497,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.715@Philoctetes,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Koronos,12868,12875,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.745@Koronos,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Thronium,2451,2459,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Thronium,/homer/VA/VA034RN-0035/canvas,http://dare.ht.lu.se/places/45283,https://recogito.pelagios.org/chiara-p
Aegina,3892,3898,Argolis,"Commanders: Diomedes, Sthenelos, Euryalos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560@Aegina,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/579844,https://recogito.pelagios.org/chiara-p
Iolkos,11231,11237,Pheraians,Commander: Admetos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Iolkos,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/540837,https://recogito.pelagios.org/chiara-p
Locrians,2158,2166,Locrians,40,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.525@Locrians,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540919,https://recogito.pelagios.org/chiara-p
Selleis,8458,8465,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.655@Selleis,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/501604,https://recogito.pelagios.org/chiara-p
Dorium,5307,5313,Pylos,Commander: Nestor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Dorium,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570202,https://recogito.pelagios.org/chiara-p
Scarphe,2417,2424,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Scarphe,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541103,https://recogito.pelagios.org/chiara-p
Amydon,18034,18040,Paeonians,Commander: Pyraikhmes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.845@Amydon,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/494527,https://recogito.pelagios.org/chiara-p
Lycians,19489,19496,Lycians,"Commanders: Sarpedon, Glaukos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.875@Lycians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/638965,https://recogito.pelagios.org/chiara-p
Carians,19001,19008,Carians,Commanders: Nastes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.865@Carians,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/599564,https://recogito.pelagios.org/chiara-p
forty ships,7683,7694,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640@forty ships,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
Diomedes,4076,4084,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@Diomedes,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
ten ships,6547,6556,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.615@ten ships,/homer/VA/VA035VN-0537/canvas,,https://recogito.pelagios.org/chiara-p
twelve ships,3609,3621,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.555@twelve ships,/homer/VA/VA034VN-0536/canvas,,https://recogito.pelagios.org/chiara-p
Achilles,9752,9760,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.685@Achilles,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Pytho,1786,1791,Phocaeans,"Commanders: Schedios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.515@Pytho,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540726,https://recogito.pelagios.org/chiara-p
Daulis,1806,1812,Phocaeans,"Commanders: Schedios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520@Daulis,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540723,https://recogito.pelagios.org/chiara-p
Asine,3774,3779,Argolis,"Commanders: Diomedes, Sthenelos, Euryalos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560@Asine,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570124,https://recogito.pelagios.org/chiara-p
Stymphelus,6045,6055,Arcadians,Commander: Agapenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.605@Stymphelus,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/570696,https://recogito.pelagios.org/chiara-p
Ennomos,18495,18502,,"Commanders: Odios, Epistrophos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.855@Ennomos,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Askanios,18738,18746,,"Commanders: Chromis, Ennomos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.860@Askanios,/homer/VA/VA039RN-0040/canvas,,https://recogito.pelagios.org/chiara-p
Arene,5187,5192,Pylos,Commander: Nestor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.590@Arene,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/573114,https://recogito.pelagios.org/chiara-p
Titaresios,13275,13285,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.750@Titaresios,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541151,https://recogito.pelagios.org/chiara-p
Peneus,13163,13169,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.750@Peneus,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541022,https://recogito.pelagios.org/chiara-p
Selleis,17565,17572,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Selleis,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/501604,https://recogito.pelagios.org/chiara-p
Paeonian,18004,18012,Paeonians,Commander: Pyraikhmes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.845@Paeonian,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/491680,https://recogito.pelagios.org/chiara-p
Ilion,9182,9187,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.670@Ilion,/homer/VA/VA036RN-0037/canvas,http://pleiades.stoa.org/places/494571,https://recogito.pelagios.org/chiara-p
Thebe,10030,10035,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.690@Thebe,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/550919,https://recogito.pelagios.org/chiara-p
Podarkes,10789,10797,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.700@Podarkes,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Zeus,14906,14910,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.785@Zeus,/homer/VA/VA038RN-0039/canvas,,https://recogito.pelagios.org/chiara-p
Tlepolemos,8084,8094,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.650@Tlepolemos,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Bessa,2410,2415,Locrians,Commander: Ajax Oileus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.530@Bessa,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/543653,https://recogito.pelagios.org/chiara-p
Rhipae,5979,5985,Arcadians,Commander: Agapenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.605@Rhipae,/homer/VA/VA035RN-0036/canvas,http://pleiades.stoa.org/places/573502,https://recogito.pelagios.org/chiara-p
Miletus,7812,7819,Cretans,Commander: Idomeneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Miletus,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/599799,https://recogito.pelagios.org/chiara-p
Lyktos,7799,7805,Cretans,Commander: Idomeneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Lyktos,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/589918,https://recogito.pelagios.org/chiara-p
Trachis,9602,9609,Myrmidons,Commander: Achilles,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680@Trachis,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/541157,https://recogito.pelagios.org/chiara-p
Apollo,13897,13903,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.765@Apollo,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Asios,17463,17468,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.835@Asios,/homer/VA/VA038VN-0540/canvas,,https://recogito.pelagios.org/chiara-p
Asterios,12301,12309,,Commander: Eurypylos,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.735@Asterios,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/540674,https://recogito.pelagios.org/chiara-p
Oechalian Eurytos,12049,12066,,"Commanders: Asklepios, Podaleirios, Machaon",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.730@Oechalian Eurytos,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Trojans,16319,16326,Trojans,Commander: Hektor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.815@Trojans,/homer/VA/VA038VN-0540/canvas,http://pleiades.stoa.org/places/550595,https://recogito.pelagios.org/chiara-p
Orcus,13307,13312,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.755@Orcus,/homer/VA/VA034RN-0035/canvas,,https://recogito.pelagios.org/chiara-p
Erithinoi,18365,18374,Paphlagonians,Commander: Pylaimenes,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.850@Erithinoi,/homer/VA/VA039RN-0040/canvas,http://pleiades.stoa.org/places/844918,https://recogito.pelagios.org/chiara-p
Poseidon,1152,1160,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.505@Poseidon,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
Zeus,8985,8989,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.665@Zeus,/homer/VA/VA036RN-0037/canvas,,https://recogito.pelagios.org/chiara-p
Briseis,9930,9937,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.685@Briseis,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
Eumelos,11281,11288,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Eumelos,/homer/VA/VA036VN-0538/canvas,,https://recogito.pelagios.org/chiara-p
fifty oarsmen,11535,11548,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.715@fifty oarsmen,/homer/VA/VA037RN-0038/canvas,,https://recogito.pelagios.org/chiara-p
Styra,2753,2758,Abantes,Commander: Elphenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Styra,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/541117,https://recogito.pelagios.org/chiara-p
Euboea,2552,2558,Abantes,Commander: Elphenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Euboea,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540775,https://recogito.pelagios.org/chiara-p
Karystos,2740,2748,Abantes,Commander: Elphenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Karystos,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/570336,https://recogito.pelagios.org/chiara-p
Euboea,2584,2590,Abantes,Commander: Elphenor,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.535@Euboea,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/540775,https://recogito.pelagios.org/chiara-p
the gulf,3785,3793,Argolis,"Commanders: Diomedes, Sthenelos, Euryalos",urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560@the gulf,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/540929,https://recogito.pelagios.org/chiara-p
Phaistos,7881,7889,Cretans,Commander: Idomeneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.645@Phaistos,/homer/VA/VA035VN-0537/canvas,http://pleiades.stoa.org/places/589987,https://recogito.pelagios.org/chiara-p
Hellas,9635,9641,Myrmidons,Commander: Achilles,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680@Hellas,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/1001896,https://recogito.pelagios.org/chiara-p
Trojans,15158,15165,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.790@Trojans,/homer/VA/VA038RN-0039/canvas,,https://recogito.pelagios.org/chiara-p
Mycenae,4180,4187,Mycenaeans,100,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.565@Mycenae,/homer/VA/VA034VN-0536/canvas,http://pleiades.stoa.org/places/570491,https://recogito.pelagios.org/chiara-p
Pherai,11155,11161,Pheraians,11,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.710@Pherai,/homer/VA/VA036VN-0538/canvas,http://pleiades.stoa.org/places/570596,https://recogito.pelagios.org/chiara-p
Dodona,13069,13075,Peraebi,Commander: Guneus,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.750@Dodona,/homer/VA/VA034RN-0035/canvas,http://pleiades.stoa.org/places/543686,https://recogito.pelagios.org/chiara-p
Mount Pelion,12734,12746,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.740@Mount Pelion,/homer/VA/VA037RN-0038/canvas,http://pleiades.stoa.org/places/541021,https://recogito.pelagios.org/chiara-p
Arkesilaos,607,617,,,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.495@Arkesilaos,/homer/VA/VA033VN-0535/canvas,,https://recogito.pelagios.org/chiara-p
